ComplexID,ComplexName,Subunits_UniProt_IDs
Complex_1012,"Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)_391#Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)_1214#Ubiquitin E3 ligase (CDT1, DDB1, CUL4A, RBX1)_2172#Ubiquitin E3 ligase (DDIT4, DDB1, BTRC, CUL4A)_6291#CUL4A-DDB1-EED complex_6488#CUL4A-DDB1-RBBP5 complex_6491#CUL4A-DDB1-WDR5B complex_6492#CUL4A-DDB1-WDR57 complex_6493#CUL4B-DDB1-TLE1 complex_6550",CUL4A:DDB1
Complex_1013,"Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)_1162",CUL4A:CUL4B:DDB1:DDB2
Complex_1014,"Ubiquitin E3 ligase (GLMN, FBXW8, SKP1A, RBX1)_1258",GLMN:SKP1
Complex_1015,"Ubiquitin E3 ligase (NIPA, SKP1A, CUL1, RBX1)_2192",CUL1:SKP1:ZC3HC1
Complex_1016,"Ubiquitin E3 ligase (SIAH1, SIP, SKP1A, TBL1X)_1255",CACYBP:SKP1
Complex_1017,"Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)_227#Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)_390#Ubiquitin E3 ligase (FBXO31, SKP1A, CUL1, RBX1)_729#Ubiquitin E3 ligase (FBXW11, SKP1A, CUL1, RBX1)_1052#Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)_1215#Neddylin ligase (FBXO11, SKP1, CUL1, RBX1)_1260#Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1)_2188#Ubiquitin E3 ligase (SMAD3, BTRC, CUL1, SKP1A, RBX1)_2189#Ubiquitin E3 ligase (Fbxo15, Cul1, Skp1a)_2190#Ubiquitin E3 ligase (FBXO18, SKP1A, CUL1, RBX1)_2191#Ubiquitin E3 ligase (Fbxo32, Skp1a, Cul1, Rbx1)_2193#Ubiquitin E3 ligase (Fbxo2, Skp1a, Cul1, Rbx1)_2194#Ubiquitin E3 ligase (NFKBIA, BTRC, CUL1, SKP1A)_2724#Ubiquitin E3 ligase (NFKBIA, FBXW11, CUL1, SKP1A)_2725#Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)_2772#Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)_2773#Ubiquitin E3 ligase (FBXW11, SKP1, CUL1)_2880#Ubiquitin E3 ligase (BTRC, CUL1, RBX1, SKP1)_2881#Ubiquitin E3 ligase (Fbxl20, Skp1, Cul1)_3037#Ubiquitin E3 ligase (CUL1, RBX1, SKP1)_4072#Rbx1- Cul1-Skp1-Fbxw8-Cul7-Rbx1_6633#Ubiquitin E3 ligase (CUL1, FBXO10, SKP1)_6900#Ubiquitin E3 ligase (CUL1, FBXO6, RBX1, SKP1)_6901#Ubiquitin E3 ligase (CUL1, FBXO17, RBX1, SKP1)_6902#Ubiquitin E3 ligase (CUL1, FBXO27, RBX1, SKP1)_6903#Ubiquitin E3 ligase (CUL1, FBXO44, RBX1, SKP1)_6904",CUL1:SKP1
Complex_1018,"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1)_3036",CKS1B:CUL1:SKP1:SKP2
Complex_1019,"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)_80#Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)_226",CUL1:SKP1:SKP2
Complex_1020,"Ubiquitin E3 ligase (TRAF6, TAB2, MALT1, UEV1A, BCL10)_2745",MALT1
Complex_1021,"Ubiquitin E3 ligase (TRAF6, TAB2, MALT1, UEV1A, BCL10)_2745",BCL10:MALT1:UBE2V1
Complex_1022,"Ubiquitin E3 ligase (UBADC1, RNF123)_386",RNF123:UBAC1
Complex_1023,"Ubiquitin E3 ligase (Vhl, Tceb1, Tceb2, Cul5, Rbx1)_196",CUL5:VHL
Complex_1024,"Ubiquitin ligase (UBE2N, UBE2V2)_2756",UBE2N:UBE2V2
Complex_1025,Ubiquitin-conjugating enzyme E2 (UBC13-UEV1A)_6025,UBE2N:UBE2V1
Complex_1026,VCP-VIMP-DERL1-DERL2-HRD1-SEL1L complex_4999,DERL1:SEL1L:SYVN1:VCP
Complex_1027,VEGF transcriptional complex_298,APEX1:STAT3
Complex_1028,VEGFR2-S1PR1-ERK1/2-PKC-alpha complex_6799#VEGFR2-S1PR2-ERK1/2-PKC-alpha complex_6800#VEGFR2-S1PR3-ERK1/2-PKC-alpha complex_6801#VEGFR2-S1PR5-ERK1/2-PKC-alpha complex_6802,MAPK1:MAPK3:PRKCA
Complex_1029,VHL-TBP1-HIF1A complex_5273,PSMC3:VHL
Complex_1030,Vps29-Vps35-Vps26a complex_5574,VPS26A:VPS29:VPS35
Complex_1031,WAVE1 complex_6923,ABI2:CYFIP1:NCKAP1:WASF1
Complex_1032,WINAC complex_1230,ACTL6A:SMARCA4:SMARCB1:SMARCC1:SMARCC2:SMARCE1:SUPT16H
Complex_1033,WINAC complex_1230,ACTL6A:ARID1A:BAZ1B:CHAF1A:SMARCA4:SMARCB1:SMARCC1:SMARCC2:SMARCD1:SMARCE1:SUPT16H
Complex_1034,WIP-WASp-actin-myosin-IIa complex_486,MYH9:MYL6
Complex_1035,WWTR1-YAP1 complex_6651,WWTR1:YAP1
Complex_1036,WWTR1-YWHAQ complex_6676,WWTR1:YWHAQ
Complex_1037,Wave-2 complex (Rac-activated)_187,ABI1:CYFIP1:NCKAP1:RAC1:WASF2
Complex_1038,Wave-2 complex_186,ABI1:BRK1:CYFIP1:NCKAP1:WASF2
Complex_1039,Wave-2 complex_188,ABI1:CYFIP1:NCKAP1:WASF2
Complex_1040,XFIM complex_634,GTF2I:HDAC1:HDAC2:KDM1A:ZMYM3
Complex_1041,XRCC1-LIG3-PNK-TDP1 complex_5243,PNKP:TDP1:XRCC1
Complex_1042,XRCC1-LIG3-PNK-TDP1 complex_5243,LIG3:PNKP:XRCC1
Complex_1043,Xin-Cdh2-Ctnnb1-Ctnnd1 complex_3867,CDH2:CTNNB1:CTNND1
Complex_1044,ZNF304-corepressor complex_6345,DNMT1:SETDB1:TRIM28
Complex_1045,ZNF304-corepressor complex_6345,DNMT1:TRIM28
Complex_1046,ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex_5772,CTNNB1:TJP1
Complex_1047,anti-BHC110 complex_633,GSE1:GTF2I:HDAC1:HDAC2:HMG20B:KDM1A:RCOR1:ZMYM2:ZMYM3
Complex_1048,c-Abl-CAS-Abi1 complex_6592,ABI1:ABL1:BCAR1
Complex_1049,c-Abl-cortactin-nmMLCK complex_6076,ABL1:CTTN
Complex_1050,cRET-Shc-Grb2-Gab2-P85PI3K-Shp2 complex_482,GRB2:PTPN11
Complex_1051,dysbindin-Snapin-BLOS2 complex_6416,DTNBP1:SNAPIN
Complex_1052,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)_1097",EIF3A:EIF3B:EIF3C:EIF3D:EIF3E:EIF3F:EIF3G:EIF3H:EIF3I:EIF3J:EIF3K:EIF3L:EIF3M
Complex_1053,eRF1-eRF3-GTP-Mg(2+) complex_809,ETF1:GSPT1
Complex_1054,hNURF complex_100,RBBP4:RBBP7
Complex_1055,hNURF complex_100,BPTF:RBBP4:RBBP7
Complex_1056,hTREX84 complex_6160,THOC3:THOC6
Complex_1057,hs4 enhancer complex (faster migrating complex)_3045,NFKB1:POU2F1:RELA
Complex_1058,hs4 enhancer complex (faster migrating complex)_3045,NFKB1:RELA:YY1
Complex_1059,"mTOR complex (MTOR, RICTOR, MLST8)_1895#mTORC1 complex_2970#mTORC2 complex_3979",MLST8:MTOR
Complex_1060,mitochondrial permeability  transition pore (PTP) complex (PPIF-SPG7-VDAC1)_6782,PPIF:VDAC1
Complex_1061,mtRNase P_7428#HSD17B10-TRMT10C complex_7429,HSD17B10:TRMT10C
Complex_1062,nKHC-KLC1-KLC2 kinesin complex_2587,KLC1:KLC2
Complex_1063,nKHC-KLC1-uKHC kinesin complex_2585#cmplx_881592055015071020192265,KIF5B:KLC1
Complex_1064,p130Cas-ER-alpha-cSrc-kinase- PI3-kinase p85-subunit complex_2470,BCAR1
Complex_1065,p14-Mp1-ERK2 complex_5226,LAMTOR2:MAPK1
Complex_1066,p14-Mp1-Erk1/2 complex_5227,LAMTOR2:MAPK1:MAPK3
Complex_1067,p14-Mp1-MEK1 complex_5222,LAMTOR2:MAP2K1
Complex_1068,p18-Cdk4 complex_5127,CDK4:CDKN2C
Complex_1069,p18-Cdk6 complex_5128,CDK6:CDKN2C
Complex_1070,"p27-cyclinE-Cdk2 - Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1) complex_3015",CDK2:CKS1B:CUL1:SKP1:SKP2
Complex_1071,p300-CBP-p270-SWI/SNF complex_570,SMARCA4:SMARCB1:SMARCC1:SMARCC2
Complex_1072,p300-CBP-p270-SWI/SNF complex_570,ARID1A:CREBBP:SMARCA4:SMARCB1:SMARCC1:SMARCC2
Complex_1073,p32-CBF-DNA complex_4498,C1QBP:NFYB:NFYC
Complex_1074,p47-Vcp complex_960,NSFL1C:VCP
Complex_1075,p50-p65 Nf(kappa)B complex_5368#p50-p65 NF(kappa)B complex_5460#p50-p65 NF(kappa)B-SRC1 complex_5461#IKBA-p50-p65 Nf(kappa)B complex_5464,NFKB1:RELA
Complex_1076,p85alpha-SHP2-Gab2 complex_6408,PIK3R1:PTPN11
Complex_1077,p97-Ufd1-Npl4 complex_957,NPLOC4:VCP
Complex_1078,p97-Ufd1-Npl4-IP3 receptor complex_954,ITPR1:NPLOC4:VCP
Complex_1079,p97-Ufd1-Npl4-IP3 receptor complex_954,ITPR1:VCP
Complex_1080,pERK-vimentin-KPNA2 complex_6509,KPNA2:MAPK3:VIM
Complex_1081,pERK-vimentin-KPNA2 complex_6509,KPNA2:VIM
Complex_1082,pallidin-Cappuccino-BLOS1 complex_6415,BLOC1S1:BLOC1S4
Complex_1083,snRNP-free U1A (SF-A) complex_1148,DDX5:NONO
Complex_1084,snRNP-free U1A (SF-A) complex_1148,DDX5:NONO:SFPQ:SNRPA
Complex_1085,tRNA splicing endonuclease_5283,CLP1:TSEN2:TSEN34:TSEN54
Complex_1086,3-Hydroxyacyl CoA dehydrogenase_7262,HADHA:HADHB
Complex_1087,6S methyltransferase and RG-containing Sm proteins complex_835,CLNS1A:SNRPD1:SNRPD3:SNRPF
Complex_1088,6S methyltransferase and RG-containing Sm proteins complex_835,CLNS1A:SNRPD1:SNRPD2:SNRPD3:SNRPE
Complex_1089,6S methyltransferase complex_833,CLNS1A:SNRPD1:SNRPD3
Complex_1090,9-1-1-FEN1 complex_2197,FEN1:HUS1:RAD1
Complex_1091,9-1-1-FEN1 complex_2197,FEN1:RAD1
Complex_1092,AGPS-GNPAT complex_635,AGPS:GNPAT
Complex_1093,AKAP5-PRKAR2A-PPP3CA complex_517,PPP3CA:PRKAR2A
Complex_1094,ALL-1 supercomplex_1257,CPSF2:EFTUD2:HDAC1:HDAC2:KDM1A:MBD3:MTA2:RAN:RBBP4:RBBP7:SIN3A:SMARCB1:SMARCC1:SMARCC2:SYMPK:TAF6:WDR5
Complex_1095,ALL-1 supercomplex_1257,CHD3:CPSF2:EFTUD2:HDAC1:HDAC2:KDM1A:MBD3:MTA2:RAN:RBBP4:RBBP7:SIN3A:SMARCA2:SMARCA5:SMARCB1:SMARCC1:SMARCC2:SYMPK:TAF6:WDR5
Complex_1096,AMFR-ERLIN2-TMUB1 complex_6866,ERLIN2:TMUB1
Complex_1097,AMY-1-S-AKAP84-RII-beta complex_519,AKAP1:MYCBP
Complex_1098,ANP32A-ANP32B-PSMA3-PTMA-SLC25A5 complex_7299,ANP32A:ANP32B:PSMA3:PTMA:SLC25A5
Complex_1099,AP1G1-PACS1-FURIN complex_5165,AP1G1:PACS1
Complex_1100,APLG1-Rababtin5 complex_1090,AP1G1:RABEP1
Complex_1101,APP(AICD)-MED12 complex_7579,APP:MED12
Complex_1102,APP-APBB1-LRP1 complex_143,APP:LRP1
Complex_1103,APP-APBB1-LRP1 complex_143,APBB1:APP:LRP1
Complex_1104,APP-Abeta42-VDAC1 complex_7529,APP:VDAC1
Complex_1105,APP-TOM40 complex_3092,APP:TOMM40
Complex_1106,ARC92-Mediator complex_909,MED12:MED15
Complex_1107,ARC92-Mediator complex_909,MED1:MED12:MED15:MED17
Complex_1108,ARHGEF2-MAPK1-MAPK3-PXN complex_6937,MAPK1:MAPK3
Complex_1109,ARHGEF2-MAPK1-MAPK3-PXN complex_6937,ARHGEF2:MAPK1:MAPK3
Complex_1110,ARL2-TBCD complex_6455#TBCD-ARL2-tubulin(beta) complex_6713,ARL2:TBCD
Complex_1111,ATM-NBN complex_2723,ATM:NBN
Complex_1112,ATR-ATRIP complex_265,ATR:ATRIP
Complex_1113,ATR-HDAC2 complex_1133,ATR:HDAC2
Complex_1114,ATR-HDAC2-CHD4 complex_1134,ATR:CHD4:HDAC2
Complex_1115,"Actin-ribonucleoprotein complex (POLR2A, GTF2F1, HNRNPU)_5363",GTF2F1:HNRNPU:POLR2A
Complex_1116,"Actin-ribonucleoprotein complex (POLR2A, GTF2F1, HNRNPU)_5363",GTF2F1:HNRNPU
Complex_1117,Agap11-AP3 complex_990#cmplx_1883081618170710201982,AP3B1:AP3M1
Complex_1118,Anaphase-promoting complex_93#Anaphase-promoting complex_96,ANAPC1:ANAPC2:ANAPC4:ANAPC7:CDC16:CDC23:CDC27
Complex_1119,Anaphase-promoting complex_97,ANAPC1:ANAPC2:ANAPC4:ANAPC7:CDC16:CDC23
Complex_1120,Anaphase-promoting complex_97,ANAPC1:ANAPC10:ANAPC2:ANAPC4:ANAPC5:ANAPC7:CDC16:CDC23
Complex_1121,Ap1g1-Ap2a2-Dcx complex_7315,AP1G1:AP2A2
Complex_1122,Arf1-Ap1g1-Ap1b1 complex_941,AP1B1:AP1G1
Complex_1123,BAD-BCL2xL complex_5821,BAD:BCL2L1
Complex_1124,BASC complex (BRCA1-associated genome surveillance complex)_433,ATM:MLH1:MSH2:MSH6:NBN:RAD50:RFC1:RFC2:RFC4
Complex_1125,BASC complex (BRCA1-associated genome surveillance complex)_433,ATM:MLH1:MSH2:MSH6:NBN:RAD50:RFC2:RFC4
Complex_1126,BLOC-2 (biogenesis of lysosome-related organelles complex 2)_12,HPS3:HPS6
Complex_1127,BRCA1-BARD1-BACH1-DNA damage complex I_2817,MLH1:MSH6
Complex_1128,BRCA1-BARD1-BACH1-DNA damage complex I_2817,MLH1:MSH6:TOPBP1
Complex_1129,BRCA1-HDAC1-HDAC2 complex_2814#MiDAC complex_6373#DNTTIP1-ZNF541-HDAC1-HDAC2 complex_6421,HDAC1:HDAC2
Complex_1130,BRG1-SIN3A complex_713,ACTL6A:HDAC2:PRMT5:RBBP4:SIN3A:SMARCA4:SMARCB1:SMARCC1:SMARCC2:SMARCE1
Complex_1131,BRG1-SIN3A complex_713,ACTL6A:ARID1A:HDAC2:PRMT5:RBBP4:SIN3A:SMARCA4:SMARCB1:SMARCC1:SMARCC2:SMARCD1:SMARCD2:SMARCE1
Complex_1132,BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I_803,ACTL6A:HDAC2:PRMT5:SIN3A:SMARCA4:SMARCB1:SMARCC1:SMARCC2:SMARCE1
Complex_1133,BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I_803,ACTL6A:ARID1A:HDAC2:PRMT5:SIN3A:SMARCA4:SMARCB1:SMARCC1:SMARCC2:SMARCD1:SMARCE1
Complex_1134,BRM-SIN3A complex_714,ACTL6A:HDAC1:HDAC2:PRMT5:RBBP4:SIN3A:SMARCB1:SMARCC1:SMARCC2:SMARCE1
Complex_1135,BRM-SIN3A complex_714,ACTL6A:ARID1A:HDAC1:HDAC2:PRMT5:RBBP4:SIN3A:SMARCA2:SMARCB1:SMARCC1:SMARCC2:SMARCD1:SMARCD2:SMARCE1
Complex_1136,BRM-SIN3A-HDAC complex_806,ACTL6A:HDAC2:PRMT5:SIN3A:SMARCB1:SMARCC1:SMARCC2:SMARCE1
Complex_1137,BRM-SIN3A-HDAC complex_806,ACTL6A:ARID1A:HDAC2:PRMT5:SIN3A:SMARCA2:SMARCB1:SMARCC1:SMARCC2:SMARCD1:SMARCD2:SMARCE1
Complex_1138,BVR-PKCD-ERK2 complex_7038,BLVRA:MAPK1
Complex_1139,CAK complex (Cdk-activating kinase complex)_1008,CCNH:CDK7:MNAT1
Complex_1140,CAK core complex (Cdk-activating kinase core complex)_1007,CCNH:CDK7
Complex_1141,CAND1-CUL2-RBX1 complex_221,CAND1:CUL2
Complex_1142,CAP(C)-CAP(E) complex_5239,SMC2:SMC4
Complex_1143,CASP8-FADD-MALT1-BCL10 complex_2054,CASP8:FADD:MALT1
Complex_1144,CASP8-FADD-MALT1-BCL10 complex_2054,BCL10:CASP8:FADD:MALT1
Complex_1145,CBC complex (cap binding complex)_1172,NCBP1:NCBP2
Complex_1146,CBF1-HDAC1-SMRT complex_3156,HDAC1:NCOR2
Complex_1147,CCDC22-COMMD1-CUL2 complex_6644,CCDC22:CUL2
Complex_1148,CCR4-NOT-CNOT7-CNOT6 complex_7192#CCR4-NOT-CNOT7-CNOT6L complex_7214,CNOT7:TNKS1BP1
Complex_1149,CCR4-NOT-CNOT7-CNOT6 complex_7192#CCR4-NOT-CNOT7-CNOT6L complex_7214,CNOT1:CNOT10:CNOT11:CNOT2:CNOT3:CNOT7:TNKS1BP1
Complex_1150,CDC5L complex_1183,BZW1:CDC5L:DYNC1H1:GCN1:HSPA8:ILF2:PPP1CA:PRKDC:PRPF19:SF3B1:SF3B2:SNRPA1:SNRPD1:SNRPD3
Complex_1151,CHTF18-RFC2-5 complex_2199,CHTF18:RFC2:RFC3:RFC4:RFC5
Complex_1152,CIN85-CBL complex_3175#CIN85-SH3GL3-CBL complex_5724,CBL:SH3KBP1
Complex_1153,COMMD1-CCDC93-C16orf62 complex_7134,C16ORF62:CCDC93
Complex_1154,CPSF6-ITCH-NUDT21-POLR2A-UBAP2L complex_1767,ITCH:POLR2A:UBAP2L
Complex_1155,CRSP complex_284#CRSP-Mediator 2 complex_910,MED15:MED24
Complex_1156,CTF18-CTF8-DCC1 complex_2806,CHTF18:DSCC1
Complex_1157,CTF18-CTF8-DCC1-RFC3 complex_613,CHTF18:DSCC1:RFC3
Complex_1158,CTF18-cohesion-RFC complex_2804#CTF18-cohesion-RFC-POLH complex_3070,CHTF18:DSCC1:RFC2:RFC3:RFC4:RFC5
Complex_1159,CUL4A-DDB1-WDR57 complex_6493,CUL4A:DDB1:SNRNP40
Complex_1160,CUL4B-DDB1-TLE2 complex_6487,CUL4B:DDB1
Complex_1161,CUL4B-DDB1-WDR26 complex_6490,CUL4B:DDB1
Complex_1162,Cdk1-Hspa2-tNasp complex_6915,CDK1:HSPA2:NASP
Complex_1163,Cell cycle kinase complex CDC2_310#CDC2-PCNA-CCNB1-GADD45A complex_5544#CDC2-PCNA-CCNB1-GADD45B complex_5545#CDC2-PCNA-CCNB1-GADD45G complex_5546,CCNB1:CDK1:PCNA
Complex_1164,"Cell division cycle complex (CDC27, CDC16, ANAPC7)_5361",ANAPC7:CDC16:CDC27
Complex_1165,Class C VPS/HOPS complex_2573,EEA1:RAB5A:VPS11:VPS16:VPS18:VPS39
Complex_1166,Class C VPS/HOPS complex_2573,EEA1:RAB5A:VPS11:VPS16
Complex_1167,Cleavage and polyadenylation factor (CPSF)_1144,CPSF2:CPSF3:FIP1L1
Complex_1168,Cohesin-SA1 complex_165#Smcb-Smcd-PW29 complex_1122#DDX11-RAD21-SMC1A-SMC3 complex_6303,RAD21:SMC1A:SMC3
Complex_1169,Condensin I-PARP-1-XRCC1 complex_159,NCAPD2:NCAPG:NCAPH:SMC2:SMC4:XRCC1
Complex_1170,Condensin II_160,NCAPD3:NCAPG2:NCAPH2:SMC2:SMC4
Complex_1171,Condensin II_160,NCAPG2:SMC2:SMC4
Complex_1172,"Cytochrome c oxidase, mitochondrial_530",COX4I1:COX5A:COX5B:COX6B1:COX6C:COX7C:MT-CO2
Complex_1173,"Cytochrome c oxidase, mitochondrial_538",COX4I1:COX5A:COX5B:COX6B1:COX6C:COX7A2:COX7C
Complex_1174,"Cytochrome c oxidase, mitochondrial_538",COX5A:COX5B:COX6B1:COX7A2
Complex_1175,"Cytochrome c oxidase, mitochondrial_543",COX4I1:COX5A:COX5B:COX6B1:COX6C:COX7A2:COX7C:MT-CO2
Complex_1176,"Cytochrome c oxidase, mitochondrial_6442",COA3:COX4I1:COX5A:COX6C:MT-CO2:SURF1:TIMM21
Complex_1177,DAD1-DDOST-RPN1-RPN2 complex_7322,DAD1:DDOST:RPN1:RPN2
Complex_1178,"DISC complex (FAS, FADD, CASP8)_5473#DISC complex (FAS, FADD, CASP8, CFLAR), membrane-associated, CD95L induced_5799#FAS-FADD-CASP8-CASP10 complex_5859",CASP8:FADD:FAS
Complex_1179,"DJ-1-SNCA complex, high molecular weight complex_5830",PARK7:SNCA
Complex_1180,DNA ligase IV-XRCC4 complex_345#DNA ligase IV-XRCC4 complex_348#DNA ligase IV-XRCC4-PNK complex_350#DNA ligase IV-XRCC4-XLF complex_359,LIG4:XRCC4
Complex_1181,DNA ligase IV-Xrcc4-DNA-protein kinase complex_358,LIG4:PRKDC:XRCC4
Complex_1182,DNA ligase IV-Xrcc4-DNA-protein kinase complex_358,LIG4:PRKDC
Complex_1183,DNA ligase IV-condensin complex_353,LIG4:SMC2
Complex_1184,DNA-PK-Ku complex_322#MGC1-DNA-PKcs-Ku complex_5176#NCOA6-DNA-PK-Ku-PARP1 complex_5179,PRKDC:XRCC5:XRCC6
Complex_1185,DNMT3B complex_49,HDAC1:SIN3A:SMC2:SMC4
Complex_1186,DNMT3B complex_49,HDAC1:KIF4A:SIN3A:SMARCA5:SMC2:SMC4
Complex_1187,"Death induced signaling complex II (FADD, CASP8, CFLAR), cytosolic, CD95L induced_5798#DISC complex (CD95, FADD, CASP8)_5808#LRRK2-FADD-CASP8 complex_5991",CASP8:FADD
Complex_1188,Decapping complex_559,DCP1A:DDX6:EDC3:EDC4
Complex_1189,Dnajc5-Sgta complex_6397#Dnajc5b-Sgta-Hsc70 complex_6398,HSPA8:SGTA
Complex_1190,Dynein complex_76,DNAJA1:DYNC1H1:DYNC1I2:DYNC1LI1:DYNLL1:DYNLRB1:DYNLT1
Complex_1191,Dysbindin 1-A-DNA-PK-complex_7217,DTNBP1:PRKDC:XRCC5:XRCC6
Complex_1192,EIF2B1-EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex_7292,EIF2B1
Complex_1193,EIF2B1-EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex_7292,EIF2B1:EIF2B2:EIF2B3
Complex_1194,EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex_7291,EIF2B4:EIF2B5
Complex_1195,EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex_7291,EIF2B2:EIF2B3
Complex_1196,"EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I)_4389#EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)_4392",EIF3A:EIF3B:EIF3G:EIF3I
Complex_1197,ESCRT-III complex_1186,CHMP1A:CHMP1B:CHMP2A:CHMP2B:CHMP3:CHMP4A:CHMP4B:CHMP4C:CHMP5
Complex_1198,ETS2-SMARCA4-INI1 complex_5293,SMARCA4:SMARCB1
Complex_1199,ETS2-SMARCA4-INI1 complex_5293,ETS2:SMARCA4:SMARCB1
Complex_1200,"Ecsit complex (ECSIT, MT-CO2, GAPDH, TRAF6, NDUFAF1)_2936",ECSIT:GAPDH:MT-CO2
Complex_1201,"Ecsit complex (ECSIT, MT-CO2, NDUFA1, MT-ND1, TRAF6, NDUFAF1)_2939",ECSIT:MT-CO2
Complex_1202,"Ecsit complex (ECSIT, NDUFS3, TOM20)_2938#Ecsit complex (ECSIT, NDUFS3, NDUFAF1)_2942",ECSIT:NDUFS3
Complex_1203,"Ecsit complex (Ecsit2, Smad4), Bmp4 treated or untreated_2777#Ecsit complex  (Ecsit2, Smad1, Smad4)_2779",ECSIT
Complex_1204,Ectodermin-SMAD4 complex_2704,SMAD4:TRIM33
Complex_1205,Ectodermin-SMAD4 complex_2704,SMAD4
Complex_1206,Emerin regulatory complex_5609,EMD:HDAC1
Complex_1207,Emerin regulatory complex_5609,BANF1:EMD:HDAC1
Complex_1208,Emerin-actin-NMI complex_5607,EMD:NMI
Complex_1209,Exocyst complex_611,EXOC1:EXOC2:EXOC4:EXOC5:EXOC8
Complex_1210,Exocyst complex_611,EXOC1:EXOC2:EXOC3:EXOC4:EXOC5:EXOC6:EXOC7:EXOC8
Complex_1211,Exocyst complex_6167,EXOC1:EXOC2:EXOC4:EXOC5:EXOC8
Complex_1212,Exocyst complex_6167,EXOC1:EXOC2:EXOC3:EXOC4:EXOC5:EXOC6:EXOC7:EXOC8
Complex_1213,FAS-FADD-CASP10 complex_5861,FADD
Complex_1214,FHF complex_6109,HOOK1:HOOK3
Complex_1215,FHF complex_6109,FAM160A2:HOOK3
Complex_1216,GCN5-TRRAP histone acetyltransferase complex_438,MSH2:MSH6:TAF10:TRRAP
Complex_1217,GCN5-TRRAP histone acetyltransferase complex_438,MSH2:MSH6:TRRAP
Complex_1218,GNAQ-GEFT-RHOA complex_3153,GNAQ:RHOA
Complex_1219,GPX1-SBP1 complex_6540,GPX1:SELENBP1
Complex_1220,GammaH2AFX-NDHII-Ku70-DNA complex_3618,DHX9:XRCC6
Complex_1221,HAUS augmin-like complex_6435,HAUS3:HAUS4:HAUS5:HAUS6:HAUS8
Complex_1222,HAUS augmin-like complex_6435,HAUS1:HAUS3:HAUS4:HAUS5:HAUS6:HAUS8
Complex_1223,HCF-1 complex_2721,ASH2L:HCFC1:HDAC1:HDAC2:HSP90AA1:HSPA4:HSPA5:HSPA8:OGT:RBBP4:RBBP7:SIN3A:WDR5
Complex_1224,HDAC1-associated core complex cI_648,HDAC1:KDM1A:RCOR1
Complex_1225,HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex_7285,HEXIM1:MATR3:NONO:PRKDC:PSPC1:XRCC5:XRCC6
Complex_1226,HIF1A-OS9-EGLN1 complex_5276,EGLN1
Complex_1227,HMGB1-HMGB2-HSC70-ERP60-GAPDH complex_280,GAPDH:HMGB1:HMGB2:HSPA8:PDIA3
Complex_1228,HNRNPU-NR3C1 complex_4216,HNRNPU:NR3C1
Complex_1229,HRD1 complex_6859,AUP1:BSG:ERLEC1:ERLIN2:FAF2:FAM8A1:HSP90B1:HSPA5:OS9:SEL1L:SYVN1
Complex_1230,Hdac1-Ino80-Kdm1a-Phb2-Rbp1-Taf5 complex_7245,HDAC1:KDM1A:PHB2
Complex_1231,Htt-Hap1-Dctn1 complex_5252,DCTN1:HTT
Complex_1232,HuR-Tia1-Tiar-Hrnpu complex_701,ELAVL1:HNRNPU:TIAL1
Complex_1233,IGF1R-CXCR4-GNAI2-GNB1 complex_6806,CXCR4:GNAI2:GNB1:IGF1R
Complex_1234,ITGA5-ITGB1-ADAM15 complex_2384,ADAM15:ITGA5:ITGB1
Complex_1235,ITGA5-ITGB4 complex_2385#Itga-Itgb1-Ppap2b complex_2386#Itga5-Itgb1-Fn1-Sfrp2 complex_2388#ITGA5-ITGB1-FN-1-NOV complex_2850#ITGA5-ITGB1-CAL4A3 complex_2853#ITGA5-ITGB1-SPP1 complex_3112,ITGA5:ITGB1
