ComplexID,ComplexName,Organism,Subunits_UniProt_IDs,GO description
222,CAND1-CUL3-RBX1 complex,Human,"P62877,Q13618,Q86VP6",SCF complex assembly;negative regulation of ubiquitin-protein transferase activity
223,CAND1-CUL4A-RBX1 complex,Human,"P62877,Q13619,Q86VP6",SCF complex assembly;negative regulation of ubiquitin-protein transferase activity
224,CAND1-CUL4B-RBX1 complex,Human,"P62877,Q13620,Q86VP6",SCF complex assembly;negative regulation of ubiquitin-protein transferase activity
226,"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)",Human,"P63208,Q13309,Q13616",protein ubiquitination;protein binding;ubiquitin-dependent protein catabolic process
227,"Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)",Human,"P63208,Q13616,Q9Y297",protein ubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;protein binding
228,SMCC complex,Human,"O60244,O75448,O75586,P24863,P49336,Q13503,Q15648,Q9Y3C7","positive regulation of transcription, DNA-templated;negative regulation of transcription, DNA-templated;nucleus"
229,NAT complex,Human,"O60244,O75586,P24863,P49336,Q13503,Q9BTT4,Q9ULK4","negative regulation of transcription, DNA-templated;protein binding;nucleus"
230,Mediator complex,Human,"A0JLT2,O43513,O60244,O75448,O75586,O95402,P24863,P49336,Q13503,Q15528,Q15648,Q6P2C8,Q71F56,Q71SY5,Q93074,Q96G25,Q96HR3,Q96RN5,Q9BTT4,Q9BUE0,Q9BWU1,Q9H204,Q9H944,Q9NPJ6,Q9NVC6,Q9NWA0,Q9NX70,Q9P086,Q9UHV7,Q9ULK4,Q9Y2X0,Q9Y3C7","positive regulation of transcription, DNA-templated;nucleus"
232,ARC complex,Human,"O43513,O60244,O75448,O75586,O95402,Q15648,Q71SY5,Q93074,Q96G25,Q96RN5,Q9NPJ6,Q9NVC6,Q9UHV7,Q9UKU7,Q9ULK4","positive regulation of transcription, DNA-templated;protein binding;intracellular signal transduction;nucleus"
234,HuCHRAC complex,Human,"O60264,Q9NRF9,Q9NRG0,Q9NRL2",DNA topological change;protein binding;DNA binding;ATP binding;nucleus
236,WICH complex,Human,"O60264,Q9UIG0",DNA topological change;protein binding;DNA binding;ATP binding;chromosome
237,Ags3-Lkb1-Gnai3 complex,Rat,"P08753,Q9R080",G-protein coupled receptor signaling pathway
238,SWI-SNF chromatin remodeling-related-BRCA1 complex,Human,"O14497,O96019,P38398,P51531,P51532,Q12824,Q8TAQ2,Q92922,Q92925,Q969G3","DNA topological change;regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;chromosome organization;nucleus"
239,Sin3-Hdac1-Sds3 complex,Mouse,"O09106,Q62141,Q8BR65","DNA topological change;negative regulation of transcription, DNA-templated;RNA biosynthetic process;protein acetylation;protein deacetylation;chromosome organization;nucleus"
240,BRCA1-CTIP-ZBRK1 repressor complex,Human,"P38398,Q99708,Q9GZX5","negative regulation of transcription, DNA-templated;DNA binding;nucleus"
242,BRCA1-BACH1 complex,Human,"P38398,Q9BX63",DNA repair;nucleus
243,RalBP1-CDC2-CCNB1 complex,Human,"P06493,P14635,Q15311",mitotic cell cycle;protein phosphorylation;nucleus
244,BRAFT complex,Human,"O15287,O15360,P15927,P27694,P35244,P40692,P54132,Q00597,Q13472,Q9H9A7,Q9HB96,Q9NPI8,Q9NW38",chromosome organization;DNA repair;cellular response to DNA damage stimulus;nucleus
246,BLM complex III,Human,"P40692,P54132,Q13472,Q9H9A7",chromosome organization;DNA repair;cellular response to DNA damage stimulus;nucleus
247,RalBP1-CCNB1-AP2A-NUMB-EPN1 complex,Human,"O95782,P14635,P49757,Q15311,Q9Y6I3",mitotic cell cycle;endocytosis;nucleus
248,BRAFT complex,Human,"O15287,O15360,P15927,P27694,P35244,P54132,Q00597,Q13472,Q9HB96,Q9NPI8,Q9NW38",chromosome organization;DNA repair;protein ubiquitination;cellular response to DNA damage stimulus;nucleus
249,Caspase-2-TRAF2-RIP1 complex,Mouse,"P29594,P39429,Q62172",MAPK cascade;I-kappaB kinase/NF-kappaB signaling
251,BCDX2 complex,Human,"O15315,O43502,O43543,O75771",DNA repair;DNA recombination;DNA binding;ATP binding;cellular response to DNA damage stimulus;nucleus
253,RAD51C-XRCC3 complex,Human,"O43502,O43542",DNA repair;DNA recombination;DNA binding;ATP binding;cellular response to DNA damage stimulus;nucleus
254,TBPIP/HOP2-MND1 complex,Human,"Q9BWT6,Q9P2W1",reciprocal meiotic recombination;meiotic nuclear division;nuclear division;chromosome segregation;DNA binding;protein binding;nucleus
256,RAD51B-RAD51C complex,Human,"O15315,O43502",DNA repair;DNA recombination;DNA binding;ATP binding;nucleus
257,Hop2-Mnd1 complex,Mouse,"O35047,Q8K396",reciprocal meiotic recombination;meiosis I;DNA binding;enzyme regulator activity;regulation of catalytic activity;nucleus
261,RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex,Human,"O15315,O43502,O43542,O43543,O75771",DNA repair;DNA recombination;DNA binding;ATP binding;cellular response to DNA damage stimulus;nucleus
264,R/M complex (RAD50-MRE11 complex),Human,"P49959,Q92878",DNA catabolic process;DNA repair;DNA binding;cellular response to DNA damage stimulus;chromosome organization;nucleus
265,ATR-ATRIP complex,Human,"Q13535,Q8WXE1",cell cycle checkpoint;DNA binding;cellular response to DNA damage stimulus;nucleus
266,RAD17-RFC complex,Human,"O75943,P35249,P35250,P40937,P40938",cell cycle checkpoint;DNA binding;ATP binding;cellular response to DNA damage stimulus;nucleus
272,Dysbindin-pallidin-muted-beta-dystrobrevin complex,Mouse,"O70585,Q8R015,Q91WZ8,Q9R0C0",lysosome organization;vacuole organization
274,9-1-1-RAD17-RFC complex,Human,"O60671,O60921,O75943,P35249,P35250,P40937,P40938,Q99638",
277,RFC complex,Human,"P35249,P35250,P35251,P40937,P40938",DNA replication;DNA binding;ATP binding;nucleus
278,RFC core complex,Human,"P35249,P35250,P40937",DNA replication;DNA binding;ATP binding;nucleus
280,HMGB1-HMGB2-HSC70-ERP60-GAPDH complex,Human,"P04406,P09429,P11142,P26583,P30101",DNA repair;DNA binding;cellular response to DNA damage stimulus;nucleus
282,SNF2h-cohesin-NuRD complex,Human,"O60216,O60264,O94776,O95983,Q09028,Q12873,Q13330,Q13547,Q14683,Q16576,Q8N3U4,Q8WVM7,Q92769,Q9NRL2,Q9UBB5,Q9UQE7",DNA topological change;DNA binding;chromosome organization;chromosome
284,CRSP complex,Human,"O43513,O60244,O75448,O75586,O95402,Q13503,Q15648,Q71SY5,Q96RN5,Q9NVC6,Q9ULK4","positive regulation of transcription, DNA-templated;protein binding;chromosome"
285,PCNA-MLH1-PMS1 complex,Human,"P12004,P40692,P54277",DNA replication;DNA repair;nucleus
286,PCNA-MSH2-MSH6 complex,Human,"P12004,P43246,P52701",DNA replication;DNA repair;nucleus
287,ARC-L complex,Human,"O43513,O60244,O75448,O75586,P24863,P49336,Q13503,Q15648,Q71SY5,Q93074,Q96RN5,Q9NVC6,Q9UHV7,Q9ULK4",protein binding;regulation of sequence-specific DNA binding transcription factor activity;chromosome
288,ARC complex,Human,"O43513,O60244,O75448,O75586,O95402,P24863,P49336,Q13503,Q15648,Q71SY5,Q93074,Q96RN5,Q9NVC6,Q9UHV7,Q9ULK4","positive regulation of transcription, DNA-templated;regulation of sequence-specific DNA binding transcription factor activity;chromosome"
294,DNA polymerase delta complex,Mouse,"O35654,P52431,Q9CWP8,Q9EQ28",DNA replication;nucleus
295,PCNA-DNA ligase complex,Mouse,"O35654,P17918,P37913,Q9EQ28",DNA replication;DNA repair;nucleus
297,PCNA-DNA polymerase delta complex,Human,"P12004,P28340,P49005,Q15054,Q9HCU8",DNA replication;DNA repair;nucleus
298,VEGF transcriptional complex,Human,"P27695,P40763,Q16665,Q99966","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;nucleus"
299,IRF3-CBP complex,Human,"Q14653,Q99966","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;regulation of sequence-specific DNA binding transcription factor activity"
300,PC2 complex,Human,"O43513,O60244,O75448,O75586,Q13503,Q6P2C8,Q9BTT4,Q9H944,Q9NVC6,Q9Y2W1,Q9Y2X0,Q9Y3C7","positive regulation of transcription, DNA-templated;protein binding;nucleus"
301,SMCC complex,Human,"O43513,O60244,O75448,O75586,P24863,P49336,Q13503,Q15648,Q6P2C8,Q93074,Q9BTT4,Q9H944,Q9NVC6,Q9UHV7,Q9Y2W1,Q9Y2X0,Q9Y3C7","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;protein binding;nucleus"
302,INO80 chromatin remodeling complex,Human,"O96019,P15923,Q53TQ3,Q6P4R8,Q6PI98,Q8NBZ0,Q96EZ8,Q9C086,Q9H981,Q9H9F9,Q9ULG1,Q9Y230,Q9Y265",DNA topological change;DNA binding;ATP binding;chromosome organization;chromosome
304,SRCAP-associated chromatin remodeling complex,Human,"O43257,O95619,O96019,P0C0S5,Q15906,Q6ZRS2,Q96CJ1,Q9GZN1,Q9Y230,Q9Y265","DNA topological change;positive regulation of transcription, DNA-templated;chromosome organization;nucleus"
306,"Ribosome, cytoplasmic",Human,"P05386,P05387,P05388,P08708,P08865,P15880,P18077,P18124,P18621,P22090,P23396,P25398,P26373,P27635,P30050,P32969,P35268,P36578,P39019,P39023,P40429,P42677,P42766,P46776,P46777,P46778,P46779,P46781,P46782,P46783,P47914,P49207,P50914,P60866,P61247,P61254,P61313,P61353,P61513,P61927,P62081,P62241,P62244,P62249,P62263,P62266,P62269,P62273,P62277,P62280,P62424,P62701,P62750,P62753,P62829,P62841,P62847,P62851,P62854,P62857,P62861,P62888,P62891,P62899,P62906,P62910,P62913,P62917,P62945,P62979,P62987,P63173,P63220,P83731,P83881,P84098,Q02543,Q02878,Q07020,Q9Y3U8",translation;cytoplasm
307,Epithelial utrophin-associated protein complex,Mouse,"O08614,O70585,Q61235",plasma membrane
308,"60S ribosomal subunit, cytoplasmic",Human,"P05386,P05387,P05388,P18077,P18124,P18621,P26373,P27635,P30050,P32969,P35268,P36578,P39023,P40429,P42766,P46776,P46777,P46778,P46779,P47914,P49207,P50914,P61254,P61313,P61353,P61513,P61927,P62424,P62750,P62829,P62888,P62891,P62899,P62906,P62910,P62913,P62917,P62945,P62987,P63173,P83731,P83881,P84098,Q02543,Q02878,Q07020,Q9Y3U8",translation;cytoplasm
309,RC complex,Bovine,"P20664,P28339,P33609,P33610,P35601,P49004,Q2TBV1,Q3UI84,Q58D13,Q9D0F6,Q9WUK4",pre-replicative complex assembly involved in nuclear cell cycle DNA replication;DNA replication origin binding;DNA strand elongation involved in DNA replication;DNA binding;nucleus
310,Cell cycle kinase complex CDC2,Human,"O95067,P06493,P12004,P14635,P24385,P38936",mitotic cell cycle
311,Cell cycle kinase complex CDK2,Human,"P12004,P24385,P24941,P38936",mitotic cell cycle
312,Cell cycle kinase complex CDK4,Human,"P11802,P12004,P24385,P38936",mitotic cell cycle
313,Cell cycle kinase complex CDK5,Human,"P12004,P24385,P30281,P38936,Q00535",mitotic cell cycle;protein phosphorylation
314,PCNA-p21 complex,Human,"P12004,P38936",cell cycle checkpoint;nucleus
315,"28S ribosomal subunit, mitochondrial",Human,"O15235,O60783,P51398,P82650,P82663,P82664,P82673,P82675,P82909,P82912,P82914,P82921,P82930,P82932,P82933,Q92552,Q92665,Q96EL2,Q9BYN8,Q9NP92,Q9NVS2,Q9Y291,Q9Y2Q9,Q9Y2R5,Q9Y2R9,Q9Y399,Q9Y3D3,Q9Y3D5,Q9Y3D9,Q9Y676",translation;mitochondrial matrix
316,"Dystrophin associated complex DPC (Dmd, Dtnb), brain-derived",Rat,"P11530,P84060",synaptic transmission;cell-cell junction assembly
317,"Dystrobrevin-syntrophin complex, brain-derived",Mouse,"O70585,P11531,Q61234,Q9D2N4",synaptic transmission;plasma membrane
320,"55S ribosome, mitochondrial",Human,"O15235,O60783,O75394,P09001,P49406,P51398,P52815,P82650,P82663,P82664,P82673,P82675,P82909,P82912,P82914,P82921,P82930,P82932,P82933,P83111,Q13084,Q13405,Q16540,Q4U2R6,Q5T653,Q6P161,Q6P1L8,Q7Z2W9,Q7Z7F7,Q7Z7H8,Q86TS9,Q8IXM3,Q8N5N7,Q8N983,Q8TCC3,Q92552,Q92665,Q96A35,Q96DV4,Q96EL2,Q96EL3,Q96GC5,Q9BQ48,Q9BRJ2,Q9BYC8,Q9BYC9,Q9BYD1,Q9BYD2,Q9BYD3,Q9BYD6,Q9BYN8,Q9BZE1,Q9H0U6,Q9H2W6,Q9H9J2,Q9HD33,Q9NP92,Q9NQ50,Q9NRX2,Q9NVS2,Q9NWU5,Q9NX20,Q9NYK5,Q9NZE8,Q9P015,Q9P0J6,Q9P0M9,Q9Y291,Q9Y2Q9,Q9Y2R5,Q9Y2R9,Q9Y399,Q9Y3B7,Q9Y3D3,Q9Y3D5,Q9Y3D9,Q9Y676,Q9Y6G3",translation;mitochondrial matrix
321,p27-cyclinD2-Cdk4 complex,Mammalia,"P46529,U6CRY6,U6DFJ8",cell cycle arrest;nucleus
322,DNA-PK-Ku complex,Human,"P12956,P13010,P78527",protein phosphorylation;protein autophosphorylation;DNA binding;nucleus;double-strand break repair via nonhomologous end joining
324,"39S ribosomal subunit, mitochondrial",Human,"O75394,P09001,P49406,P52815,P83111,Q13084,Q13405,Q16540,Q4U2R6,Q5T653,Q6P161,Q6P1L8,Q7Z2W9,Q7Z7F7,Q7Z7H8,Q86TS9,Q8IXM3,Q8N5N7,Q8N983,Q8TCC3,Q96A35,Q96DV4,Q96EL3,Q96GC5,Q9BQ48,Q9BRJ2,Q9BYC8,Q9BYC9,Q9BYD1,Q9BYD2,Q9BYD3,Q9BYD6,Q9BZE1,Q9H0U6,Q9H2W6,Q9H9J2,Q9HD33,Q9NQ50,Q9NRX2,Q9NWU5,Q9NX20,Q9NYK5,Q9NZE8,Q9P015,Q9P0J6,Q9P0M9,Q9Y3B7,Q9Y6G3",translation;mitochondrial matrix
325,"Skeletal muscle sarcoglycan complex SGC, beta-gamma-delta-zeta",Mouse,"P82347,P82348,P82349,Q8BX51",striated muscle contraction;skeletal muscle tissue development;striated muscle tissue development
326,"Smooth muscle sarcoglycan complex SGC, beta-delta-zeta",Mouse,"P82347,P82349,Q8BX51",smooth muscle contraction;smooth muscle tissue development;plasma membrane
328,Ku antigen complex,Human,"P12956,P13010",DNA repair;DNA binding;cellular response to DNA damage stimulus;nucleus
330,PSF-p54(nrb) complex,Human,"P23246,Q15233",DNA repair;protein binding;DNA binding;cellular response to DNA damage stimulus;nucleus
332,"Skeletal muscle sarcoglycan complex SGC, alpha-beta-epsilon-gamma",Mouse,"O70258,P82348,P82349,P82350",striated muscle contraction;skeletal muscle tissue development;striated muscle tissue development;plasma membrane
333,"Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta",Mouse,"P82347,P82348,P82349,P82350",striated muscle contraction;skeletal muscle tissue development;striated muscle tissue development;plasma membrane
334,"Skeletal muscle sarcoglycan complex SGC, epsilon-beta-gamma-delta",Mouse,"O70258,P82347,P82348,P82349",striated muscle contraction;skeletal muscle tissue development;striated muscle tissue development;plasma membrane
335,p54(nrb)-PSF-matrin3 complex,Human,"P23246,P43243,Q15233",RNA binding;RNA transport;RNA transmembrane transporter activity;nucleus
336,DNA ligase IV-XRCC4-AHNK complex,Human,"P49917,Q09666,Q13426",DNA repair;mitotic recombination;DNA binding;nucleus
337,"Dystrophin-sarcoglycan-syntrophin complex, skeletal muscle",Mouse,"P11531,P82347,P82348,P82349,P82350,Q61234",striated muscle contraction;skeletal muscle tissue development;striated muscle tissue development;plasma membrane
338,"40S ribosomal subunit, cytoplasmic",Human,"P08708,P08865,P15880,P23396,P25398,P39019,P46781,P46782,P46783,P60866,P61247,P62081,P62241,P62244,P62249,P62263,P62266,P62269,P62273,P62277,P62280,P62701,P62753,P62841,P62847,P62851,P62854,P62857,P62861,P62979,P63220",translation;cytoplasm
339,Smooth muscle dystroglycan complex,Rabbit,"G1SGL0,G1T315,G1T8R3,P82352,Q28635,Q28646,Q28685",smooth muscle contraction;smooth muscle tissue development;plasma membrane
340,"Dystrophin-glycoprotein complex DGC, skeletal muscle",Rabbit,"G1SGL0,P11531,P82352,Q28626,Q28635,Q28646,Q28685,Q28686",striated muscle contraction;skeletal muscle tissue development;striated muscle tissue development;plasma membrane
341,"Dystrophin-glycoprotein complex DGC, skeletal muscle",Rabbit,"G1SGL0,P11531,P82352,Q28635,Q28646,Q28685,Q28686",striated muscle contraction;skeletal muscle tissue development;striated muscle tissue development;plasma membrane
342,Skeletal muscle sarcoglycan-sarcospan complex SG-SPN,Rabbit,"G1SGL0,P82352,Q28635,Q28646,Q28686",striated muscle contraction;skeletal muscle tissue development;striated muscle tissue development;plasma membrane
345,DNA ligase IV-XRCC4 complex,Human,"P49917,Q13426",DNA repair;mitotic recombination;DNA binding;chromosome
346,Sarcoglycan-sarcospan-dystroglycan complex,Mouse,"P82347,P82348,P82349,P82350,Q62147,Q62165",muscle contraction;muscle organ development
347,Sarcoglycan-sarcospan-complex SG-SPN,Mouse,"P82347,P82348,P82349,P82350,Q62147",muscle contraction;muscle organ development;plasma membrane
348,DNA ligase IV-XRCC4 complex,Human,"P49917,Q13426",DNA repair;mitotic recombination;DNA binding;nucleus
349,Sarcoglycan-sarcospan-syntrophin-dystrobrevin complex,Mouse,"P82347,P82348,P82349,P82350,Q61234,Q62147,Q99L88,Q9D2N4",muscle contraction;muscle organ development;plasma membrane
350,DNA ligase IV-XRCC4-PNK complex,Human,"P49917,Q13426,Q96T60",DNA repair;chromosome
351,Spliceosome,Human,"O00425,O00571,O14776,O15042,O15355,O43143,O43172,O43290,O43395,O43447,O43660,O43670,O43719,O43809,O60231,O60306,O60508,O75400,O75533,O75643,O75934,O75937,O75940,O94906,O95232,O95391,O95400,O95926,P08579,P08621,P09012,P09234,P09661,P11940,P14678,P17844,P26368,P38919,P41223,P42285,P49756,P52298,P55081,P55769,P61326,P62304,P62306,P62308,P62310,P62312,P62314,P62316,P62318,P62995,P83876,P84103,Q01081,Q01130,Q05519,Q07955,Q08170,Q08211,Q09161,Q12874,Q13123,Q13242,Q13243,Q13247,Q13356,Q13435,Q13523,Q13573,Q13769,Q13838,Q14011,Q14498,Q14562,Q15007,Q15029,Q15287,Q15393,Q15427,Q15428,Q15459,Q15637,Q16629,Q16630,Q2TAY7,Q4ZG51,Q53GS9,Q69YN4,Q6I9Y2,Q6P2Q9,Q7L014,Q86V81,Q86W42,Q8IYB3,Q8NI27,Q8WUQ7,Q8WVK2,Q8WWY3,Q8WYA6,Q92620,Q92841,Q96BP3,Q96DF8,Q96DI7,Q96FV9,Q96I25,Q96J01,Q96T37,Q96T58,Q99459,Q99633,Q9BQ61,Q9BRD0,Q9BUQ8,Q9BXP5,Q9BZJ0,Q9H2H8,Q9HCE1,Q9HCG8,Q9HCS7,Q9NW64,Q9NYV4,Q9P013,Q9UBB9,Q9UHX1,Q9UJV9,Q9UK45,Q9UKV3,Q9ULR0,Q9UMS4,Q9UNP9,Q9UQ35,Q9Y2W2,Q9Y333,Q9Y3B4,Q9Y3C6,Q9Y4Z0,Q9Y5B6,Q9Y5S9,Q9Y6A4",RNA splicing;RNA binding;nucleus
353,DNA ligase IV-condensin complex,Human,"O95347,P49917,Q9NTJ3",DNA repair;cell cycle;chromosome
358,DNA ligase IV-Xrcc4-DNA-protein kinase complex,Mouse,"P97313,Q8BTF7,Q924T3",DNA repair;mitotic recombination;protein phosphorylation;protein autophosphorylation;chromosome
359,DNA ligase IV-XRCC4-XLF complex,Human,"P49917,Q13426,Q9H9Q4",DNA repair;nucleus
360,Artemis-DNA-PK complex,Human,"P78527,Q96SD1",DNA catabolic process;DNA repair;mitotic recombination;DNA binding;cellular response to DNA damage stimulus;nucleus
362,DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex,Human,"P06746,P18887,P49916,Q96T60",DNA repair;cellular response to DNA damage stimulus;nucleus
363,DNA ligase III-XRCC1 complex,Human,"P18887,P49916",DNA repair;nucleus
364,RC-1 complex (recombination complex 1),Bovine,"O54956,O97593,P97386,Q8CG48,Q9WVF7",DNA catabolic process;DNA repair;DNA recombination;nucleus
366,Rag1-Rag2 protein-DNA complex,Mouse,"P15919,P21784",mitotic recombination;DNA binding;nucleus
